V,R,T
4.5405669599218,976842.105263157,-18.7629464642476
4.53567937438905,988297.872340424,-18.9538142074493
4.5307917888563,976842.105263157,-18.7629464642476
4.53567937438905,976842.105263157,-17.8306964640159
4.53567937438905,988297.872340424,-18.7629464642476
4.53567937438905,988297.872340424,-19.1462254740386
4.53567937438905,976842.105263157,-18.385717211615
4.53567937438905,976842.105263157,-18.7629464642476
4.53567937438905,976842.105263157,-18.199295837634
4.5405669599218,988297.872340424,-18.0142981849818
4.53567937438905,988297.872340424,-19.1462254740386
4.53567937438905,976842.105263157,-18.9538142074493
4.53567937438905,976842.105263157,-18.7629464642476
4.5405669599218,999999.999999999,-18.7629464642476
4.55034213098729,976842.105263157,-19.7330484844637
4.53567937438905,988297.872340424,-18.9538142074493
4.5405669599218,976842.105263157,-18.9538142074493
4.55034213098729,988297.872340424,-18.7629464642476
4.5405669599218,976842.105263157,-19.5358087707216
4.5307917888563,1024175.82417582,-18.9538142074493
4.53567937438905,988297.872340424,-18.7629464642476
4.54545454545454,988297.872340424,-18.9538142074493
4.53567937438905,976842.105263157,-18.9538142074493
4.53567937438905,988297.872340424,-18.7629464642476
4.5405669599218,976842.105263157,-18.57359092623
4.5405669599218,976842.105263157,-18.7629464642476
4.53567937438905,965624.999999999,-18.9538142074493
4.53567937438905,965624.999999999,-18.7629464642476
4.53567937438905,988297.872340424,-18.7629464642476
4.53567937438905,976842.105263157,-19.1462254740386
4.5405669599218,976842.105263157,-19.5358087707216
4.5405669599218,1024175.82417582,-18.9538142074493
4.53567937438905,976842.105263157,-18.9538142074493
4.5405669599218,976842.105263157,-18.9538142074493
4.53567937438905,1049438.20224719,-18.7629464642476
4.53567937438905,988297.872340424,-18.7629464642476
4.53567937438905,954639.175257731,-18.7629464642476
4.5307917888563,988297.872340424,-18.9538142074493
4.5405669599218,1011956.52173913,-19.9319671787433
4.57966764418377,988297.872340424,-18.7629464642476
4.49169110459433,999999.999999999,-18.7629464642476
4.53567937438905,943877.551020407,-18.7629464642476
4.53567937438905,988297.872340424,-18.7629464642476
4.5405669599218,976842.105263157,-18.9538142074493
4.53567937438905,988297.872340424,-19.5358087707216
4.5405669599218,976842.105263157,-18.9538142074493
4.53567937438905,976842.105263157,-18.9538142074493
4.53567937438905,976842.105263157,-18.9538142074493
4.5405669599218,976842.105263157,-18.7629464642476
4.54545454545454,988297.872340424,-18.7629464642476
4.53567937438905,976842.105263157,-18.7629464642476
4.52101661779081,976842.105263157,-18.7629464642476
4.53567937438905,988297.872340424,-18.7629464642476
4.53567937438905,976842.105263157,-18.9538142074493
4.52590420332356,988297.872340424,-18.9538142074493
4.5307917888563,976842.105263157,-18.199295837634
4.53567937438905,988297.872340424,-19.1462254740386
4.53567937438905,976842.105263157,-18.7629464642476
4.53567937438905,912871.287128712,-18.7629464642476
4.53567937438905,976842.105263157,-19.3402125580263
4.53567937438905,954639.175257731,-18.9538142074493
4.53567937438905,1011956.52173913,-18.9538142074493
4.53567937438905,999999.999999999,-18.7629464642476
4.5307917888563,976842.105263157,-18.7629464642476
4.5405669599218,976842.105263157,-18.7629464642476
4.5405669599218,976842.105263157,-18.7629464642476
4.5405669599218,988297.872340424,-18.7629464642476
4.53567937438905,976842.105263157,-18.9538142074493
4.54545454545454,999999.999999999,-19.3402125580263
4.5405669599218,988297.872340424,-18.9538142074493
4.53567937438905,988297.872340424,-18.7629464642476
4.5405669599218,954639.175257731,-18.7629464642476
4.53567937438905,976842.105263157,-18.9538142074493
4.53567937438905,988297.872340424,-18.9538142074493
4.5405669599218,976842.105263157,-18.9538142074493
4.53567937438905,976842.105263157,-18.7629464642476
4.53567937438905,976842.105263157,-18.9538142074493
4.5307917888563,976842.105263157,-18.7629464642476
4.5405669599218,988297.872340424,-18.9538142074493
4.53567937438905,1011956.52173913,-19.1462254740386
4.53567937438905,976842.105263157,-18.199295837634
4.56989247311828,976842.105263157,-18.9538142074493
4.55522971652004,988297.872340424,-17.6484636826016
4.5405669599218,893203.883495145,-18.7629464642476
4.53567937438905,976842.105263157,-18.9538142074493
4.53567937438905,999999.999999999,-18.7629464642476
4.51612903225806,988297.872340424,-18.7629464642476
4.49657869012708,1024175.82417582,-19.1462254740386
4.53567937438905,965624.999999999,-18.7629464642476
4.53567937438905,976842.105263157,-18.7629464642476
4.5405669599218,1036666.66666667,-18.385717211615
4.53567937438905,965624.999999999,-18.9538142074493
4.5405669599218,976842.105263157,-18.9538142074493
4.55034213098729,999999.999999999,-18.7629464642476
4.5405669599218,965624.999999999,-18.7629464642476
4.53567937438905,933333.333333332,-18.7629464642476
4.54545454545454,976842.105263157,-19.1462254740386
4.5405669599218,976842.105263157,-18.9538142074493
4.50146627565982,988297.872340424,-18.199295837634
4.54545454545454,976842.105263157,-17.2880007752658
4.5307917888563,1024175.82417582,-18.7629464642476
4.55522971652004,976842.105263157,-18.7629464642476
4.53567937438905,1049438.20224719,-18.9538142074493
4.52101661779081,976842.105263157,-18.9538142074493
4.53567937438905,965624.999999999,-18.7629464642476
4.53567937438905,976842.105263157,-18.7629464642476
4.53567937438905,976842.105263157,-18.7629464642476
4.5405669599218,976842.105263157,-18.7629464642476
4.53567937438905,988297.872340424,-18.7629464642476
4.53567937438905,988297.872340424,-18.9538142074493
4.53567937438905,988297.872340424,-18.9538142074493
4.53567937438905,988297.872340424,-18.7629464642476
4.53567937438905,976842.105263157,-18.9538142074493
4.53567937438905,976842.105263157,-18.57359092623
4.5405669599218,988297.872340424,-18.7629464642476
4.53567937438905,988297.872340424,-18.9538142074493
4.53567937438905,976842.105263157,-18.9538142074493
4.53567937438905,976842.105263157,-18.7629464642476
4.5405669599218,1011956.52173913,-18.385717211615
4.53567937438905,988297.872340424,-18.7629464642476
4.52590420332356,976842.105263157,-18.7629464642476
4.53567937438905,976842.105263157,-20.539169588261
4.5405669599218,1024175.82417582,-19.1462254740386
4.53567937438905,1024175.82417582,-18.9538142074493
4.5405669599218,1024175.82417582,-18.9538142074493
4.53567937438905,988297.872340424,-18.9538142074493
4.53567937438905,988297.872340424,-18.7629464642476
4.53567937438905,1036666.66666667,-18.7629464642476
4.56011730205279,976842.105263157,-18.385717211615
4.53567937438905,976842.105263157,-18.7629464642476
4.53567937438905,976842.105263157,-18.7629464642476
4.55034213098729,988297.872340424,-19.3402125580263
4.5405669599218,999999.999999999,-18.7629464642476
4.5405669599218,976842.105263157,-18.9538142074493
4.53567937438905,976842.105263157,-19.3402125580263
4.5405669599218,943877.551020407,-18.7629464642476
4.5405669599218,976842.105263157,-18.7629464642476
4.53567937438905,976842.105263157,-18.7629464642476
4.5405669599218,976842.105263157,-18.9538142074493
4.5405669599218,976842.105263157,-18.7629464642476
4.53567937438905,976842.105263157,-18.7629464642476
4.5405669599218,976842.105263157,-18.57359092623
4.53567937438905,988297.872340424,-18.9538142074493
4.5405669599218,976842.105263157,-18.7629464642476
4.5405669599218,988297.872340424,-18.7629464642476
4.5405669599218,1024175.82417582,-18.385717211615
4.54545454545454,999999.999999999,-18.9538142074493
4.5405669599218,976842.105263157,-18.7629464642476
4.55034213098729,976842.105263157,-18.7629464642476
4.5307917888563,999999.999999999,-18.9538142074493
4.5405669599218,988297.872340424,-18.7629464642476
4.55034213098729,976842.105263157,-18.7629464642476
4.55522971652004,976842.105263157,-18.9538142074493
4.53567937438905,976842.105263157,-18.9538142074493
4.53567937438905,988297.872340424,-18.7629464642476
4.53567937438905,1024175.82417582,-18.7629464642476
4.53567937438905,988297.872340424,-18.9538142074493
4.5405669599218,976842.105263157,-19.9319671787433
4.54545454545454,1011956.52173913,-18.7629464642476
4.5405669599218,976842.105263157,-18.9538142074493
4.53567937438905,988297.872340424,-19.5358087707216
4.5405669599218,976842.105263157,-19.1462254740386
4.53567937438905,976842.105263157,-18.7629464642476
4.53567937438905,988297.872340424,-18.7629464642476
4.53567937438905,988297.872340424,-18.9538142074493
4.53567937438905,893203.883495145,-18.7629464642476
4.5307917888563,988297.872340424,-20.9530710085447
4.5405669599218,965624.999999999,-18.7629464642476
4.53567937438905,988297.872340424,-18.7629464642476
4.5405669599218,1011956.52173913,-18.57359092623
4.53567937438905,988297.872340424,-18.9538142074493
4.53567937438905,874285.714285714,-18.9538142074493
4.51612903225806,988297.872340424,-19.5358087707216
4.5405669599218,988297.872340424,-18.9538142074493
4.53567937438905,988297.872340424,-18.9538142074493
4.53567937438905,999999.999999999,-18.7629464642476
4.53567937438905,976842.105263157,-18.7629464642476
4.53567937438905,976842.105263157,-18.7629464642476
4.53567937438905,965624.999999999,-18.9538142074493
4.5405669599218,976842.105263157,-18.9538142074493
4.53567937438905,976842.105263157,-18.7629464642476
4.5405669599218,988297.872340424,-18.7629464642476
4.5405669599218,976842.105263157,-18.9538142074493
4.55034213098729,976842.105263157,-18.7629464642476
4.53567937438905,976842.105263157,-18.7629464642476
4.50146627565982,965624.999999999,-18.7629464642476
4.53567937438905,999999.999999999,-18.7629464642476
4.5405669599218,999999.999999999,-19.5358087707216
4.53567937438905,976842.105263157,-18.9538142074493
4.5405669599218,976842.105263157,-18.9538142074493
4.53567937438905,965624.999999999,-19.1462254740386
4.53567937438905,976842.105263157,-19.1462254740386
4.5405669599218,976842.105263157,-18.7629464642476
4.54545454545454,1011956.52173913,-18.9538142074493
4.55522971652004,999999.999999999,-18.385717211615
4.5405669599218,976842.105263157,-18.9538142074493
4.54545454545454,976842.105263157,-19.1462254740386
4.5405669599218,954639.175257731,-18.9538142074493
4.54545454545454,988297.872340424,-18.7629464642476
4.54545454545454,976842.105263157,-18.7629464642476
4.53567937438905,976842.105263157,-18.9538142074493
4.5405669599218,976842.105263157,-17.6484636826016
4.53567937438905,976842.105263157,-18.9538142074493
4.53567937438905,1024175.82417582,-18.7629464642476
4.5405669599218,988297.872340424,-18.9538142074493
4.53567937438905,1011956.52173913,-17.2880007752658
4.54545454545454,988297.872340424,-19.3402125580263
4.5405669599218,988297.872340424,-18.57359092623
4.5405669599218,988297.872340424,-18.9538142074493
4.53567937438905,988297.872340424,-18.7629464642476
4.53567937438905,988297.872340424,-18.7629464642476
4.53567937438905,988297.872340424,-18.9538142074493
4.55522971652004,976842.105263157,-18.9538142074493
4.53567937438905,1024175.82417582,-18.7629464642476
4.54545454545454,976842.105263157,-18.9538142074493
4.5405669599218,988297.872340424,-19.1462254740386
4.52590420332356,988297.872340424,-18.9538142074493
4.53567937438905,965624.999999999,-18.57359092623
4.53567937438905,943877.551020407,-18.9538142074493
4.5405669599218,999999.999999999,-18.7629464642476
4.5405669599218,933333.333333332,-18.7629464642476
4.5405669599218,976842.105263157,-18.9538142074493
4.53567937438905,976842.105263157,-18.7629464642476
4.53567937438905,976842.105263157,-18.57359092623
4.54545454545454,988297.872340424,-18.385717211615
4.56011730205279,976842.105263157,-18.7629464642476
4.5405669599218,976842.105263157,-18.9538142074493
4.53567937438905,988297.872340424,-19.5358087707216
4.53567937438905,976842.105263157,-18.7629464642476
4.53567937438905,988297.872340424,-18.9538142074493
4.53567937438905,976842.105263157,-18.9538142074493
4.53567937438905,988297.872340424,-19.1462254740386
4.5405669599218,976842.105263157,-18.9538142074493
4.5405669599218,988297.872340424,-18.7629464642476
4.5405669599218,988297.872340424,-19.3402125580263
4.55034213098729,999999.999999999,-18.7629464642476
4.53567937438905,988297.872340424,-18.7629464642476
4.5405669599218,988297.872340424,-18.7629464642476
4.53567937438905,976842.105263157,-18.9538142074493
4.53567937438905,976842.105263157,-18.7629464642476
4.5405669599218,902941.176470587,-18.7629464642476
4.53567937438905,976842.105263157,-19.1462254740386
4.5405669599218,988297.872340424,-17.8306964640159
4.5405669599218,976842.105263157,-18.7629464642476
4.5405669599218,988297.872340424,-19.3402125580263
4.53567937438905,999999.999999999,-18.9538142074493
4.55522971652004,893203.883495145,-18.9538142074493
4.53567937438905,988297.872340424,-18.9538142074493
4.55034213098729,988297.872340424,-18.7629464642476
4.53567937438905,976842.105263157,-18.9538142074493
4.53567937438905,988297.872340424,-18.7629464642476
4.5405669599218,976842.105263157,-18.7629464642476
4.54545454545454,988297.872340424,-18.9538142074493
4.5405669599218,976842.105263157,-19.5358087707216
4.53567937438905,976842.105263157,-18.7629464642476
4.5405669599218,988297.872340424,-18.9538142074493
4.55522971652004,988297.872340424,-18.7629464642476
4.5405669599218,976842.105263157,-17.1097203844016
4.51124144672532,988297.872340424,-18.9538142074493
4.53567937438905,988297.872340424,-18.9538142074493
4.5405669599218,976842.105263157,-19.3402125580263
4.5405669599218,988297.872340424,-18.9538142074493
4.53567937438905,988297.872340424,-18.7629464642476
4.53567937438905,1024175.82417582,-18.7629464642476
4.5405669599218,988297.872340424,-18.7629464642476
4.5405669599218,999999.999999999,-19.1462254740386
4.5405669599218,976842.105263157,-18.9538142074493
4.51124144672532,976842.105263157,-19.1462254740386
4.53567937438905,976842.105263157,-18.9538142074493
4.5405669599218,988297.872340424,-18.9538142074493
4.5405669599218,988297.872340424,-17.1097203844016
4.53567937438905,999999.999999999,-18.9538142074493
4.5405669599218,999999.999999999,-18.9538142074493
4.5405669599218,988297.872340424,-18.57359092623
4.56500488758553,954639.175257731,-18.7629464642476
4.53567937438905,988297.872340424,-18.9538142074493
4.53567937438905,965624.999999999,-19.1462254740386
4.53567937438905,988297.872340424,-18.9538142074493
4.5405669599218,988297.872340424,-18.9538142074493
4.5405669599218,988297.872340424,-18.9538142074493
4.5405669599218,1049438.20224719,-18.9538142074493
4.5405669599218,976842.105263157,-18.9538142074493
4.53567937438905,988297.872340424,-18.9538142074493
4.53567937438905,976842.105263157,-18.9538142074493
4.5307917888563,912871.287128712,-19.1462254740386
4.53567937438905,988297.872340424,-18.9538142074493
4.52101661779081,999999.999999999,-18.7629464642476
4.53567937438905,988297.872340424,-18.9538142074493
4.54545454545454,988297.872340424,-18.385717211615
4.5405669599218,988297.872340424,-18.7629464642476
4.53567937438905,988297.872340424,-18.7629464642476
4.55522971652004,999999.999999999,-19.1462254740386
4.5405669599218,976842.105263157,-18.9538142074493
4.53567937438905,976842.105263157,-18.9538142074493
4.5405669599218,988297.872340424,-18.7629464642476
4.53567937438905,988297.872340424,-18.9538142074493
4.53567937438905,988297.872340424,-18.9538142074493
4.55522971652004,976842.105263157,-18.9538142074493
4.54545454545454,988297.872340424,-18.9538142074493
4.54545454545454,976842.105263157,-18.9538142074493
4.53567937438905,999999.999999999,-18.7629464642476
4.53567937438905,988297.872340424,-19.1462254740386
4.5405669599218,976842.105263157,-19.9319671787433
4.5405669599218,988297.872340424,-19.1462254740386
4.5405669599218,976842.105263157,-18.7629464642476
4.5405669599218,1011956.52173913,-18.9538142074493
4.5405669599218,988297.872340424,-18.9538142074493
4.5405669599218,976842.105263157,-18.9538142074493
4.5405669599218,988297.872340424,-18.7629464642476
4.5405669599218,988297.872340424,-18.9538142074493
4.52101661779081,976842.105263157,-18.7629464642476
4.54545454545454,1011956.52173913,-19.1462254740386
4.5405669599218,988297.872340424,-18.9538142074493
4.54545454545454,976842.105263157,-19.1462254740386
4.52590420332356,988297.872340424,-18.7629464642476
4.5307917888563,988297.872340424,-18.9538142074493
4.5405669599218,988297.872340424,-18.9538142074493
4.5405669599218,976842.105263157,-19.7330484844637
4.5405669599218,1049438.20224719,-18.9538142074493
4.54545454545454,988297.872340424,-18.7629464642476
4.53567937438905,988297.872340424,-18.7629464642476
4.5405669599218,999999.999999999,-19.3402125580263
4.5405669599218,1011956.52173913,-18.7629464642476
4.5405669599218,976842.105263157,-18.7629464642476
4.5405669599218,988297.872340424,-18.9538142074493
4.53567937438905,976842.105263157,-18.9538142074493
4.53567937438905,988297.872340424,-19.1462254740386
4.5405669599218,988297.872340424,-18.9538142074493
4.5405669599218,902941.176470587,-18.57359092623
4.5405669599218,999999.999999999,-18.7629464642476
4.5405669599218,988297.872340424,-18.7629464642476
4.5405669599218,976842.105263157,-18.9538142074493
4.5405669599218,988297.872340424,-18.57359092623
4.53567937438905,1024175.82417582,-18.7629464642476
4.52590420332356,999999.999999999,-18.7629464642476
4.55034213098729,954639.175257731,-18.9538142074493
4.5405669599218,1024175.82417582,-19.1462254740386
4.51612903225806,976842.105263157,-18.7629464642476
4.5405669599218,999999.999999999,-18.9538142074493
4.53567937438905,988297.872340424,-18.9538142074493
4.5405669599218,976842.105263157,-18.9538142074493
4.5405669599218,988297.872340424,-18.9538142074493
4.52101661779081,999999.999999999,-18.9538142074493
4.5405669599218,1011956.52173913,-19.9319671787433
4.53567937438905,883653.846153845,-18.7629464642476
4.52590420332356,999999.999999999,-18.7629464642476
4.5405669599218,988297.872340424,-18.9538142074493
4.53567937438905,988297.872340424,-18.7629464642476
4.53567937438905,976842.105263157,-18.9538142074493
4.5307917888563,883653.846153845,-19.3402125580263
4.5405669599218,976842.105263157,-18.7629464642476
4.53567937438905,1049438.20224719,-18.9538142074493
4.50635386119257,999999.999999999,-18.9538142074493
4.57478005865103,999999.999999999,-18.7629464642476
4.5405669599218,976842.105263157,-18.9538142074493
4.5307917888563,976842.105263157,-18.9538142074493
4.5405669599218,999999.999999999,-17.1097203844016
4.54545454545454,988297.872340424,-19.1462254740386
4.5405669599218,976842.105263157,-18.9538142074493
4.53567937438905,988297.872340424,-18.9538142074493
4.5405669599218,976842.105263157,-18.9538142074493
4.5405669599218,988297.872340424,-18.9538142074493
4.5405669599218,976842.105263157,-18.9538142074493
4.5405669599218,999999.999999999,-18.9538142074493
4.56500488758553,1036666.66666667,-19.3402125580263
4.5307917888563,988297.872340424,-18.0142981849818
4.5405669599218,988297.872340424,-19.1462254740386
4.53567937438905,988297.872340424,-18.9538142074493
4.5405669599218,893203.883495145,-18.7629464642476
4.5405669599218,976842.105263157,-18.9538142074493
4.54545454545454,976842.105263157,-18.9538142074493
4.53567937438905,999999.999999999,-18.9538142074493
4.5405669599218,976842.105263157,-18.9538142074493
4.5405669599218,1011956.52173913,-19.3402125580263
4.5307917888563,965624.999999999,-18.7629464642476
4.53567937438905,999999.999999999,-18.7629464642476
4.53567937438905,988297.872340424,-18.7629464642476
4.5405669599218,976842.105263157,-17.1097203844016
4.53567937438905,999999.999999999,-19.3402125580263
4.5405669599218,988297.872340424,-18.9538142074493
4.5307917888563,988297.872340424,-19.1462254740386
4.5405669599218,976842.105263157,-18.9538142074493
4.5405669599218,988297.872340424,-18.7629464642476
4.5405669599218,988297.872340424,-18.9538142074493
4.53567937438905,988297.872340424,-18.9538142074493
4.52101661779081,1024175.82417582,-18.9538142074493
4.5405669599218,988297.872340424,-19.1462254740386
4.53567937438905,988297.872340424,-18.7629464642476
4.56011730205279,965624.999999999,-18.9538142074493
4.5405669599218,999999.999999999,-18.7629464642476
4.53567937438905,999999.999999999,-18.9538142074493
4.55522971652004,1011956.52173913,-18.7629464642476
4.5405669599218,988297.872340424,-18.9538142074493
4.53567937438905,988297.872340424,-18.9538142074493
4.53567937438905,988297.872340424,-19.5358087707216
4.5405669599218,1036666.66666667,-18.9538142074493
4.5405669599218,988297.872340424,-18.9538142074493
4.52590420332356,965624.999999999,-18.9538142074493
4.54545454545454,1011956.52173913,-18.9538142074493
4.5405669599218,988297.872340424,-18.7629464642476
4.54545454545454,999999.999999999,-17.1097203844016
4.53567937438905,976842.105263157,-18.7629464642476
4.55034213098729,988297.872340424,-19.1462254740386
4.54545454545454,976842.105263157,-18.9538142074493
4.54545454545454,965624.999999999,-17.8306964640159
4.5405669599218,988297.872340424,-18.9538142074493
4.5405669599218,976842.105263157,-18.9538142074493
4.55522971652004,988297.872340424,-18.9538142074493
4.53567937438905,988297.872340424,-18.9538142074493
4.5405669599218,988297.872340424,-18.9538142074493
4.53567937438905,976842.105263157,-18.9538142074493
4.5405669599218,999999.999999999,-18.9538142074493
4.5405669599218,988297.872340424,-18.9538142074493
4.5405669599218,965624.999999999,-18.9538142074493
4.5405669599218,988297.872340424,-18.9538142074493
4.5405669599218,999999.999999999,-18.9538142074493
4.53567937438905,999999.999999999,-18.9538142074493
4.55034213098729,976842.105263157,-18.385717211615
4.53567937438905,988297.872340424,-18.9538142074493
4.54545454545454,988297.872340424,-18.9538142074493
4.53567937438905,999999.999999999,-19.1462254740386
4.5405669599218,988297.872340424,-18.9538142074493
4.5405669599218,999999.999999999,-18.9538142074493
4.5405669599218,893203.883495145,-18.9538142074493
4.53567937438905,976842.105263157,-18.7629464642476
4.53567937438905,988297.872340424,-18.9538142074493
4.55034213098729,988297.872340424,-18.9538142074493
4.5405669599218,988297.872340424,-18.9538142074493
4.5405669599218,988297.872340424,-18.9538142074493
4.5405669599218,988297.872340424,-18.9538142074493
4.54545454545454,1011956.52173913,-19.1462254740386
4.5405669599218,988297.872340424,-18.9538142074493
4.53567937438905,988297.872340424,-18.9538142074493
4.55522971652004,999999.999999999,-18.7629464642476
4.5307917888563,1382608.69565217,-18.57359092623
4.50635386119257,1036666.66666667,-18.385717211615
4.53567937438905,954639.175257731,-17.8306964640159
4.51612903225806,954639.175257731,-18.199295837634
4.51124144672532,912871.287128712,-17.8306964640159
4.48680351906158,893203.883495145,-17.4675736155081
4.47702834799609,893203.883495145,-16.932708348975
4.48191593352884,874285.714285714,-17.1097203844016
4.48191593352884,856074.766355139,-16.409051166992
4.4574780058651,838532.110091742,-16.2368844251976
4.4574780058651,829999.999999999,-10.8194081294175
4.44281524926686,813392.857142856,-15.7272465602809
4.42815249266862,789565.217391304,-15.0630104019839
4.43304007820137,759663.865546218,-14.5756548177493
4.39882697947214,745454.545454545,-14.2556500576907
4.39882697947214,725000,-13.9394166106662
4.3841642228739,718400,-13.4718764082016
4.3841642228739,686923.076923077,-12.8606130487262
4.34995112414467,705511.811023622,-12.7098739136828
4.34506353861193,686923.076923077,-11.8219403847565
4.34995112414467,646715.328467153,-11.6765945787777
4.31573802541544,615384.615384615,-11.1023681761216
4.3010752688172,615384.615384615,-10.8194081294175
4.28641251221896,595918.367346938,-10.3999441344187
4.25219941348974,582000,-9.98623498829846
4.24731182795699,568627.450980392,-9.84957051532672
4.2375366568915,551592.356687898,-8.90942997954448
4.21309872922776,531481.481481481,-8.64589732076234
4.20332355816227,523780.487804878,-10.1235131329968
4.18377321603128,505325.443786982,-7.86799431551646
4.14467253176931,494767.441860465,-7.35945124886598
4.13978494623656,481250,-6.61076143101661
4.13000977517107,471508.379888268,-6.48755571860221
4.10557184750733,450000,-5.51718460440333
4.08602150537634,444148.936170213,-5.27865668989313
4.06647116324536,435602.094240838,-4.80622194464115
4.05669599217986,424615.384615385,-4.33972016702535
3.96871945259042,406435.643564356,-3.65052595885857
3.98338220918866,394202.898550725,-3.19774834114696
3.98826979472141,382547.169811321,-2.3072257193603
3.94428152492669,373611.111111111,-1.76022847581334
3.92961876832845,367123.287671233,-1.22014588989595
3.89051808406647,350660.792951542,-0.89926812102334
3.88074291300098,350660.792951542,-0.369525944759687
3.8514173998045,333474.576271186,0.465618849042983
3.841642228739,326250,0.672131632687808
3.80254154447703,324481.32780083,1.08255578956005
3.79276637341153,310843.373493976,1.79280800942604
3.75855327468231,304347.826086957,2.09423195086578
3.72434017595308,293461.538461539,2.49348607380352
3.69990224828935,284586.466165414,2.49348607380352
3.6852394916911,280297.397769517,3.77153129192743
3.65102639296188,272000,4.2556988785214
3.64125122189638,262765.957446809,4.64029024124716
3.59726295210166,256445.993031359,5.2128326368636
3.56304985337243,249146.757679181,5.78043835361001
3.54349951124145,243288.590604027,6.3434046839397
3.50928641251222,234313.725490196,6.9947118659893
3.47507331378299,226837.060702875,7.36439016107266
3.47018572825024,221698.113207547,9.5488612865833
3.43597262952102,218691.588785047,8.3723577783781
3.43108504398827,213803.680981595,8.82663299763709
3.37732160312805,213803.680981595,9.36881356831969
3.34799608993157,207207.207207207,9.81832396243379
3.32355816226784,198250.728862974,10.4443662936389
3.3088954056696,192285.714285714,10.9781602023749
3.26490713587488,188983.050847458,11.509568333883
3.2355816226784,184166.666666667,11.9507259667574
3.21114369501466,179508.196721311,12.3026295158433
3.18670576735093,176486.486486486,12.7413203601381
3.17204301075269,172800,13.1787879411265
3.14271749755621,169210.526315789,13.7893816481162
3.12316715542522,166406.25,13.9634718241239
3.09872922776149,163659.793814433,14.3980513362949
3.0791788856305,160305.34351145,14.8317852509085
3.04985337243402,158333.333333333,15.1782274748478
3.03519061583578,151970.443349754,15.6970949449949
2.9960899315738,150122.249388753,16.0425449086854
2.97653958944282,147101.449275362,16.560143816375
2.94721407624633,144152.744630072,17.077189351027
2.92766373411535,141273.58490566,17.4216546836888
2.89345063538612,138461.538461538,17.9381175152044
2.87878787878788,134633.027522936,18.5404801165825
2.84457478005865,131972.789115646,18.7125797090383
2.81524926686217,129887.640449438,19.3150294968629
2.80547409579668,127333.333333333,19.6594222873588
2.78103616813294,125330.396475771,20.0901337805883
2.71749755620723,122391.304347826,20.5211694505533
2.72727272727273,120000,20.9526140183354
2.70283479960899,117197.452229299,21.3845521905023
2.67839687194526,114915.966386555,21.9902563625303
2.66373411534702,111801.242236025,22.4237255030595
2.6197458455523,110061.60164271,22.771060343029
2.59530791788856,108775.510204082,23.2930981041587
2.57086999022483,105835.010060362,23.7291737254756
2.54643206256109,103784.860557769,24.1662913032078
2.52199413489736,101775.147928994,24.6045385227193
2.49755620723363,99415.2046783626,25.0440038955068
2.47311827956989,97872.3404255319,25.4847768639825
2.4633431085044,95602.2944550669,25.9269479082893
2.42913000977517,94117.6470588235,26.3706086554637
2.41446725317693,92293.2330827068,26.9050988384008
2.37536656891496,90502.7932960894,27.4420311613962
2.35092864125122,88745.3874538745,27.7114649580022
2.33137829912023,87362.6373626374,28.3427985317291
2.34604105571848,85662.4319419238,28.5238908132512
2.28739002932551,84657.0397111913,28.8870656869615
2.26295210166178,82678.5714285714,29.3429588697191
2.24340175953079,81705.1509769094,29.8010878875302
2.21896383186706,79789.1036906854,30.1692723830217
2.19941348973607,78534.0314136126,30.5390115314222
2.17497556207234,77296.3604852686,30.910361973764
2.17497556207234,75773.1958762886,31.2833814324219
2.13098729227761,74275.9795570698,31.7520925907432
2.11143695014663,73096.4467005076,32.2236212404273
2.08699902248289,71644.2953020134,32.6980880789594
2.07233626588465,70500,32.9842299491432
2.03812316715543,69090.9090909091,33.5599306217131
2.02834799608993,68256.5789473684,33.849545604722
2.00879765395894,67430.441898527,34.3349510808112
1.98924731182796,66071.4285714286,34.6278708059538
1.98435972629521,65000,35.1189615869599
1.95014662756598,63942.3076923077,35.5145192376351
1.92570869990225,62898.0891719745,35.9125454957636
1.9208211143695,62123.6133122029,36.313118114056
1.90127077223851,60596.546310832,36.7163169579019
1.86705767350929,59594.383775351,37.0204888415114
1.8475073313783,58604.6511627907,37.5309239664173
1.83284457478006,57627.1186440678,37.9425033728703
1.82306940371457,56422.0183486239,38.3570517208914
1.78885630498534,55707.7625570776,38.7746610850176
1.76930596285435,54765.5068078669,39.3011221787638
1.75464320625611,54066.265060241,39.5131301081989
1.74486803519062,52914.798206278,39.9396554972214
1.71554252199413,52232.1428571428,40.1541987966386
1.70576735092864,51331.3609467456,40.9120507414615
1.67644183773216,50441.1764705882,41.2402573447682
1.67155425219941,49561.4035087719,41.6811677114439
1.64222873900293,48908.2969432314,42.0143911674958
1.62267839687195,48046.3096960926,42.4621741914603
1.61290322580645,47194.2446043165,42.9140553162779
1.58846529814272,46561.6045845272,43.2557334873553
1.58846529814272,45934.3794579173,43.5998463331051
1.56402737047898,45312.5,44.1789366910996
1.5347018572825,44491.5254237288,44.412573958757
1.52003910068426,43679.7752808989,44.883380312892
1.50537634408602,43076.9230769231,45.2396504119966
1.49071358748778,42479.1086350975,45.7190237690924
1.47605083088954,41886.2690707351,45.960618906921
1.45650048875855,41689.7506925208,46.4477308670364
1.44183773216031,40715.2682255846,46.8165815527623
1.42717497556207,39945.2804377565,47.1885302681426
1.41739980449658,39563.4379263302,47.3132150174512
