ActuatorCartrige,ActuatorFan,Temperature
10,0,28.162027704968
10,0,28.2523733391851
10,0,28.162027704968
10,0,28.2523733391851
10,0,28.2523733391851
10,0,28.2523733391851
10,0,28.2523733391851
10,0,28.2523733391851
10,0,28.4333040871941
10,0,28.2523733391851
10,0,28.162027704968
10,0,28.3427985317291
10,0,28.2523733391851
10,0,28.4333040871941
10,0,28.2523733391851
10,0,28.3427985317291
10,0,28.4333040871941
10,0,28.3427985317291
10,0,28.4333040871941
10,0,28.3427985317291
10,0,28.4333040871941
10,0,28.4333040871941
10,0,28.3427985317291
10,0,28.5238908132512
10,0,28.5238908132512
10,0,28.4333040871941
10,0,28.6145595206921
10,0,28.5238908132512
10,0,28.6145595206921
10,0,28.7053110234726
10,0,28.7053110234726
10,0,28.6145595206921
10,0,28.7053110234726
10,0,28.7053110234726
10,0,28.8870656869615
10,0,28.7961461387569
10,0,28.7961461387569
10,0,28.8870656869615
10,0,28.8870656869615
10,0,28.8870656869615
10,0,28.8870656869615
10,0,28.8870656869615
10,0,28.9780704918003
10,0,28.9780704918003
10,0,29.0691613803298
10,0,29.0691613803298
10,0,29.0691613803298
10,0,29.0691613803298
10,0,29.0691613803298
10,0,29.0691613803298
10,0,29.1603391829942
10,0,29.1603391829942
10,0,29.1603391829942
10,0,29.2516047336714
10,0,29.3429588697191
10,0,29.3429588697191
10,0,29.3429588697191
10,0,29.3429588697191
10,0,29.4344024320215
10,0,29.5259362650363
10,0,29.7092781391852
10,0,29.5259362650363
10,0,29.5259362650363
10,0,29.5259362650363
10,0,29.6175612168418
10,0,29.6175612168418
10,0,29.6175612168418
10,0,29.5259362650363
10,0,29.7092781391852
10,0,29.7092781391852
10,0,29.7092781391852
10,0,29.8010878875302
10,0,29.8929913211059
10,0,29.8010878875302
10,0,29.8010878875302
10,0,29.8929913211059
10,0,29.8929913211059
10,0,29.9849893029558
10,0,29.9849893029558
10,0,30.0770826999874
10,0,29.8929913211059
10,0,30.0770826999874
10,0,29.8929913211059
10,0,30.0770826999874
10,0,30.0770826999874
10,0,30.1692723830217
10,0,30.1692723830217
10,0,30.261559226844
10,0,30.6316958473179
10,0,30.261559226844
10,0,30.1692723830217
10,0,30.261559226844
10,0,30.261559226844
10,0,30.3539441102544
10,0,30.5390115314222
10,0,30.6316958473179
10,0,30.4464279161191
10,0,30.5390115314222
10,0,30.3539441102544
10,0,30.6316958473179
10,0,30.5390115314222
10,0,30.5390115314222
10,0,30.5390115314222
10,0,30.7244817591833
10,0,30.5390115314222
10,0,30.8173701666711
10,0,30.7244817591833
10,0,30.7244817591833
10,0,30.8173701666711
10,0,30.8173701666711
10,0,30.8173701666711
10,0,30.8173701666711
10,0,30.910361973764
10,0,30.910361973764
10,0,31.0034580888282
10,0,30.910361973764
10,0,31.0034580888282
10,0,30.6316958473179
10,0,31.0966594246686
10,0,31.1899668985839
10,0,31.1899668985839
10,0,31.1899668985839
10,0,31.1899668985839
10,0,31.1899668985839
10,0,31.1899668985839
10,0,31.2833814324219
10,0,31.2833814324219
10,0,31.2833814324219
10,0,31.2833814324219
10,0,31.3769039526367
10,0,31.2833814324219
10,0,31.3769039526367
10,0,31.4705353903448
10,0,31.4705353903448
10,0,31.5642766813827
10,0,31.5642766813827
10,0,31.4705353903448
10,0,31.5642766813827
10,0,35.316436616079
10,0,31.7520925907432
10,0,31.6581287663651
10,0,31.6581287663651
10,0,31.7520925907432
10,0,31.7520925907432
10,0,31.7520925907432
10,0,31.7520925907432
10,0,31.846169104864
10,0,31.94035926403
10,0,31.846169104864
10,0,31.94035926403
10,0,31.94035926403
10,0,31.94035926403
10,0,32.0346640285594
10,0,32.0346640285594
10,0,32.0346640285594
10,0,32.0346640285594
10,0,32.2236212404273
10,0,32.1290843638474
10,0,32.1290843638474
10,0,32.3182756340334
10,0,32.2236212404273
10,0,32.2236212404273
10,0,32.2236212404273
10,0,32.2236212404273
10,0,32.3182756340334
10,0,32.3182756340334
10,0,32.3182756340334
10,0,32.3182756340334
10,0,32.3182756340334
10,0,32.3182756340334
10,0,32.413048525663
10,0,32.413048525663
10,0,32.5079409016408
10,0,32.5079409016408
10,0,32.5079409016408
10,0,32.6029537536823
10,0,32.6029537536823
10,0,32.6029537536823
10,0,32.413048525663
10,0,32.6029537536823
10,0,32.6980880789594
10,0,32.6980880789594
10,0,32.7933448801653
10,0,32.7933448801653
10,0,32.7933448801653
10,0,32.8887251655813
10,0,33.0798602505097
10,0,32.8887251655813
10,0,32.9842299491432
10,0,33.3675145452999
10,0,32.9842299491432
10,0,32.9842299491432
10,0,32.9842299491432
10,0,33.0798602505097
10,0,32.8887251655813
10,0,33.17561709513
10,0,33.0798602505097
10,0,33.0798602505097
10,0,33.17561709513
10,0,33.17561709513
10,0,33.2715015143136
10,0,33.2715015143136
10,0,33.17561709513
10,0,33.2715015143136
10,0,33.3675145452999
10,0,33.3675145452999
10,0,33.3675145452999
10,0,33.3675145452999
10,0,33.4636572313291
10,0,33.3675145452999
10,0,33.3675145452999
10,0,33.4636572313291
10,0,33.7528737435899
10,0,33.5599306217131
10,0,33.6563357719087
10,0,33.5599306217131
10,0,33.6563357719087
10,0,33.6563357719087
10,0,33.6563357719087
10,0,33.7528737435899
10,0,33.7528737435899
10,0,33.849545604722
10,0,33.849545604722
10,0,33.849545604722
10,0,33.849545604722
10,0,33.849545604722
10,0,33.9463524296364
10,0,34.0432952991061
10,0,33.9463524296364
10,0,34.0432952991061
10,0,33.9463524296364
10,0,34.0432952991061
10,0,34.0432952991061
10,0,34.0432952991061
10,0,34.0432952991061
10,0,34.0432952991061
10,0,34.0432952991061
10,0,34.2375935274704
10,0,34.2375935274704
10,0,34.2375935274704
10,0,33.9463524296364
10,0,34.140375300422
10,0,34.3349510808112
10,0,34.3349510808112
10,0,34.3349510808112
10,0,34.3349510808112
10,0,34.3349510808112
10,0,34.4324490677566
10,0,34.4324490677566
10,0,34.3349510808112
10,0,34.4324490677566
10,0,34.4324490677566
10,0,34.6278708059538
10,0,34.3349510808112
10,0,34.6278708059538
10,0,34.6278708059538
10,0,34.6278708059538
10,0,34.7257968063175
10,0,34.7257968063175
10,0,34.8238677386744
10,0,34.8238677386744
10,0,34.7257968063175
10,0,34.8238677386744
10,0,34.8238677386744
10,0,34.922084745318
10,0,34.8238677386744
10,0,34.8238677386744
10,0,34.922084745318
10,0,34.922084745318
10,0,34.922084745318
10,0,34.922084745318
10,0,35.0204489757889
10,0,35.0204489757889
10,0,35.1189615869599
10,0,35.1189615869599
10,0,35.1189615869599
10,0,35.0204489757889
10,0,35.1189615869599
10,0,34.8238677386744
10,0,35.2176237431235
10,0,35.2176237431235
10,0,35.2176237431235
10,0,35.316436616079
10,0,35.316436616079
10,0,35.316436616079
10,0,35.316436616079
10,0,35.316436616079
10,0,35.4154013852223
10,0,35.316436616079
10,0,35.4154013852223
10,0,35.4154013852223
10,0,35.4154013852223
