Reference,Measured,Disturb,Error,Control_Effort,Constrained_Control_Effort
25,0,0,0,0,0
25,22.9449293553723,0,2.05507064462768,41.7864364407627,41.7864364407627
25,23.5546233271654,0,1.44537667283464,9.52364278290349,9.52364278290349
25,23.6418780372568,0,1.35812196274321,14.3281956199197,14.3281956199197
25,23.9913136428718,0,1.00868635712823,8.54825939424366,8.54825939424366
25,24.2538475559546,0,0.746152444045435,7.04065467008617,7.04065467008617
25,24.3414496969784,0,0.658550303021627,8.1334677481118,8.1334677481118
25,24.5167944716586,0,0.483205528341443,5.66366217419335,5.66366217419335
25,24.6045385227193,0,0.395461477280662,5.79404939220645,5.79404939220645
25,24.7801735066569,0,0.219826493343078,3.2320657218436,3.2320657218436
25,24.8680658657708,0,0.131934134229198,3.27454642368491,3.27454642368491
25,25.0440038955068,0,-0.0440038955068189,0.620041454934437,0.620041454934437
25,25.0440038955068,0,-0.0440038955068189,2.36475378712566,2.36475378712566
25,25.1320510018099,0,-0.132051001809884,0.559794660461061,0.559794660461061
25,25.1320510018099,0,-0.132051001809884,1.39624872288842,1.39624872288842
25,25.2201511289338,0,-0.220151128933765,-0.439137529233771,0
25,25.2201511289338,0,-0.220151128933765,0.368480032360443,0.368480032360443
25,25.2201511289338,0,-0.220151128933765,0.295096322715854,0.295096322715854
25,25.2201511289338,0,-0.220151128933765,0.221712613071266,0.221712613071266
25,25.2201511289338,0,-0.220151128933765,0.148328903426678,0.148328903426678
25,25.2201511289338,0,-0.220151128933765,0.0749451937820897,0.0749451937820897
25,25.3083049988855,0,-0.30830499888549,-1.79090053821424,0
25,25.2201511289338,0,-0.220151128933765,0.780331850692922,0.780331850692922
25,25.2201511289338,0,-0.220151128933765,-0.174590558468916,0
25,25.3083049988855,0,-0.30830499888549,-2.04043629046525,0
25,25.2201511289338,0,-0.220151128933765,0.530796098441916,0.530796098441916
25,25.2201511289338,0,-0.220151128933765,-0.424126310719923,0
25,25.2201511289338,0,-0.220151128933765,-0.497510020364511,0
25,25.2201511289338,0,-0.220151128933765,-0.570893730009099,0
25,25.2201511289338,0,-0.220151128933765,-0.644277439653687,0
25,25.2201511289338,0,-0.220151128933765,-0.717661149298275,0
25,25.2201511289338,0,-0.220151128933765,-0.791044858942863,0
25,25.2201511289338,0,-0.220151128933765,-0.864428568587452,0
25,25.1320510018099,0,-0.132051001809884,0.853556973286857,0.853556973286857
25,25.2201511289338,0,-0.220151128933765,-1.86283055007414,0
25,25.2201511289338,0,-0.220151128933765,-1.05521298847992,0
25,25.2201511289338,0,-0.220151128933765,-1.12859669812451,0
25,25.2201511289338,0,-0.220151128933765,-1.2019804077691,0
25,25.2201511289338,0,-0.220151128933765,-1.27536411741369,0
25,25.2201511289338,0,-0.220151128933765,-1.34874782705828,0
25,25.1320510018099,0,-0.132051001809884,0.369237714816033,0.369237714816033
25,25.2201511289338,0,-0.220151128933765,-2.34714980854496,0
25,25.1320510018099,0,-0.132051001809884,0.25183700456815,0.25183700456815
25,25.1320510018099,0,-0.132051001809884,-0.673181267273947,0
25,25.1320510018099,0,-0.132051001809884,-0.717198267877241,0
25,25.1320510018099,0,-0.132051001809884,-0.761215268480536,0
25,25.2201511289338,0,-0.220151128933765,-2.59660152060273,0
25,25.1320510018099,0,-0.132051001809884,0.00238529251038247,0.00238529251038247
25,25.1320510018099,0,-0.132051001809884,-0.922632979331714,0
25,25.0440038955068,0,-0.0440038955068189,0.823641181560655,0.823641181560655
40,25.1320510018099,0,14.8679489981901,303.138210991865,100
40,25.1320510018099,0,14.8679489981901,158.974665054293,100
40,25.4847768639825,0,14.5152231360175,156.758555522847,100
40,25.9269479082893,0,14.0730520917107,156.13341062234,100
40,26.5485108326508,0,13.4514891673492,152.607692300628,100
40,27.4420311613962,0,12.5579688386038,145.138904582203,100
40,28.4333040871941,0,11.5666959128059,138.104214657967,100
40,29.6175612168418,0,10.3824387831582,127.792614250712,100
40,30.8173701666711,0,9.18262983332892,118.699883161713,100
40,31.5642766813827,0,8.43572331861731,118.571750138646,100
40,33.3675145452999,0,6.63248545470009,92.1868864923175,92.1868864923175
40,34.922084745318,0,5.07791525468195,80.8204995493544,80.8204995493544
40,36.4136684487689,0,3.58633155123113,67.7299713309295,67.7299713309295
40,37.2241339062944,0,2.77586609370564,67.36178791283,67.36178791283
40,38.3570517208914,0,1.64294827910862,53.355735622514,53.355735622514
40,39.3011221787638,0,0.698877821236238,46.0364638847819,46.0364638847819
40,40.1541987966386,0,-0.154198796638582,38.3642365071298,38.3642365071298
40,41.021220732826,0,-1.02122073282595,29.2141570511886,29.2141570511886
40,41.7919971024303,0,-1.79199710243034,21.8715166534977,21.8715166534977
40,42.3498492103601,0,-2.34984921036011,17.6389551208264,17.6389551208264
40,42.9140553162779,0,-2.91405531627788,10.9620023096758,10.9620023096758
40,43.3701644132491,0,-3.37016441324909,6.35849329167981,6.35849329167981
40,43.7151016506947,0,-3.71510165069469,2.7824722955815,2.7824722955815
40,43.8306361225625,0,-3.83063612256251,2.64427652516036,2.64427652516036
40,44.1789366910996,0,-4.17893669109964,-4.5593690239372,0
40,44.1789366910996,0,-4.17893669109964,-2.46934223559915,0
40,44.2956101119909,0,-4.29561011199092,-6.23468069075523,0
40,44.2956101119909,0,-4.29561011199092,-6.49981651917265,0
40,44.412573958757,0,-4.41257395875698,-10.3099514407461,0
40,44.412573958757,0,-4.41257395875698,-10.6111709593379,0
40,44.412573958757,0,-4.41257395875698,-12.0820289455902,0
40,44.2956101119909,0,-4.29561011199092,-11.1746220475994,0
40,44.2956101119909,0,-4.29561011199092,-13.7761305525902,0
40,44.1789366910996,0,-4.17893669109964,-12.8356410317977,0
40,43.9464519610547,0,-3.94645196105466,-10.6681646268293,0
40,43.9464519610547,0,-3.94645196105466,-14.3084959142973,0
40,44.0625513992221,0,-4.06255139922206,-17.9846684773859,0
40,43.9464519610547,0,-3.94645196105466,-15.8171693193822,0
40,43.9464519610547,0,-3.94645196105466,-18.2936476880744,0
40,43.8306361225625,0,-3.83063612256251,-17.2542096257522,0
40,43.7151016506947,0,-3.71510165069469,-17.3400457902156,0
40,43.7151016506947,0,-3.71510165069469,-19.733757725792,0
40,43.5998463331051,0,-3.59984633310512,-18.6286001517023,0
40,43.5998463331051,0,-3.59984633310512,-20.9811021052997,0
40,43.7151016506947,0,-3.71510165069469,-24.5245756739894,0
40,43.3701644132491,0,-3.37016441324909,-17.5966658869312,0
40,43.3701644132491,0,-3.37016441324909,-22.169426399137,0
40,43.2557334873553,0,-3.25573348735531,-20.9660523770467,0
40,43.2557334873553,0,-3.25573348735531,-23.1956061317695,0
40,43.1415730679556,0,-3.14157306795562,-21.9595887664274,0
40,43.1415730679556,100,-3.14157306795562,-24.1483839830763,0
40,43.0276810421808,100,-3.0276810421808,-22.8797704816402,0
40,42.800693815359,100,-2.80069381535895,-20.4125108080711,0
40,42.5747552817741,100,-2.57475528177412,-19.0218641651841,0
40,42.3498492103601,100,-2.34984921036011,-17.5664111428723,0
40,42.1259596565104,100,-2.12595965651036,-16.0463339988543,0
40,41.7919971024303,100,-1.79199710243034,-12.2033108232282,0
40,41.5705808989257,100,-1.5705808989257,-11.638139260244,0
40,41.2402573447682,100,-1.24025734476817,-7.65924932706262,0
40,41.021220732826,100,-1.02122073282595,-6.92215954073561,0
40,40.5859127811705,100,-0.585912781170521,-0.601670887439297,0
40,40.3696134077506,100,-0.369613407750592,-0.751967404845232,0
40,40.2617963527069,100,-0.261796352706881,-0.8458854890726,0
40,40.0468190651115,100,-0.0468190651114924,2.3598833573609,2.3598833573609
40,39.6194453657856,100,0.380554634214377,8.88443601266253,8.88443601266253
40,39.1954263530179,100,0.804573646982078,13.3592704904185,13.3592704904185
40,38.9846431868834,100,1.01535681311657,13.6731959564702,13.6731959564702
40,38.4611634342364,100,1.53883656576363,22.5479048699878,22.5479048699878
40,38.669966633917,100,1.330033366083,13.5803878052655,13.5803878052655
40,38.5654679129931,100,1.43453208700691,18.2365715828857,18.2365715828857
40,38.3570517208914,100,1.64294827910862,21.9075576420503,21.9075576420503
40,38.3570517208914,100,1.64294827910862,20.3710451474028,20.3710451474028
40,38.1494007388735,100,1.85059926112649,25.1409312081356,25.1409312081356
40,38.1494007388735,100,1.85059926112649,23.6812878083324,23.6812878083324
40,38.1494007388735,100,1.85059926112649,24.2981542287079,24.2981542287079
40,38.1494007388735,100,1.85059926112649,24.9150206490834,24.9150206490834
40,38.2531313073212,100,1.74686869267885,23.4226988443568,23.4226988443568
40,38.2531313073212,100,1.74686869267885,25.0422940930595,25.0422940930595
40,38.1494007388735,100,1.85059926112649,27.7337718823879,27.7337718823879
40,38.4611634342364,100,1.53883656576363,20.9741578125755,20.9741578125755
40,38.4611634342364,100,1.53883656576363,24.6047302881253,24.6047302881253
40,38.3570517208914,100,1.64294827910862,27.2346139813947,27.2346139813947
40,38.4611634342364,100,1.53883656576363,24.6242081029662,24.6242081029662
40,38.4611634342364,100,1.53883656576363,26.1782707583373,26.1782707583373
40,38.4611634342364,100,1.53883656576363,26.6912162802585,26.6912162802585
40,38.5654679129931,100,1.43453208700691,25.0833040674598,25.0833040674598
40,38.669966633917,100,1.330033366083,24.4797188919097,24.4797188919097
40,38.7746610850176,100,1.22533891498244,23.8392633841319,23.8392633841319
40,38.3570517208914,100,1.64294827910862,33.7860446040305,33.7860446040305
40,38.8795527656958,100,1.12044723430421,19.5334124781152,19.5334124781152
40,38.8795527656958,100,1.12044723430421,25.1319053375941,25.1319053375941
40,38.7746610850176,100,1.22533891498244,27.6381852561529,27.6381852561529
40,39.0899338711844,100,0.910066128815572,20.587168102305,20.587168102305
40,39.4070229069093,100,0.592977093090724,17.595774280507,17.595774280507
40,39.0899338711844,100,0.910066128815572,27.4118007285243,27.4118007285243
40,38.9846431868834,100,1.01535681311657,26.6851763283346,26.6851763283346
40,39.0899338711844,100,0.910066128815572,23.8298111755766,23.8298111755766
40,38.8795527656958,100,1.12044723430421,29.463822539794,29.463822539794
40,39.1954263530179,100,0.804573646982078,21.3107309541257,21.3107309541257
40,39.1954263530179,100,0.804573646982078,24.7376580430077,24.7376580430077
60,39.3011221787638,0,20.6988778212362,429.523367468503,100
60,38.9846431868834,0,21.0153568131166,243.915024501274,100
60,39.7259702753841,0,20.2740297246159,232.681702720662,100
60,40.0468190651115,0,19.9531809348885,240.32905812275,100
60,41.021220732826,0,18.978779267174,230.37577242146,100
60,42.0143911674958,0,17.9856088325042,226.251583349376,100
60,42.9140553162779,0,17.0859446837221,223.885319615006,100
60,44.0625513992221,0,15.9374486007779,215.22452231087,100
60,45.1205873982441,0,14.8794126017559,210.508567360456,100
60,46.3254559698212,0,13.6745440301788,201.549737262526,100
60,47.5636549092547,0,12.4363450907453,192.979892553211,100
60,49.3586624741347,0,10.6413375258653,173.008843158566,100
60,50.0186128257729,0,9.98138717422711,181.087040832679,100
60,51.0968672506167,0,8.9031327493833,169.089166768646,100
60,52.3449777791548,0,7.65502222084518,157.461174519936,100
60,53.6332702595823,0,6.36672974041772,146.298673443574,100
60,54.8149899997238,0,5.18501000027618,137.275540111777,100
60,56.0339918591402,0,3.9660081408598,126.034703038484,100
60,56.658418246259,0,3.34158175374102,126.850054474853,100
60,58.4310510162693,0,1.56894898373071,98.1646459404114,98.1646459404114
60,59.6048175755693,0,0.395182424430686,92.5473699293244,92.5473699293244
60,61.1715179927255,0,-1.17151799272546,72.5605211816266,72.5605211816266
60,62.2550352979636,0,-2.25503529796362,65.8055008157703,65.8055008157703
60,63.5621052460647,0,-3.56210524606473,49.3119064907747,49.3119064907747
60,64.5261556459022,0,-4.52615564590224,41.5928794264017,41.5928794264017
60,65.5173866886912,0,-5.5173866886912,29.569633672767,29.569633672767
60,66.1259026067288,0,-6.1259026067288,25.2696582043284,25.2696582043284
60,66.7452498484208,0,-6.74524984842083,16.7194559347236,16.7194559347236
60,67.3758633943413,0,-7.37586339434131,7.84203630178713,7.84203630178713
60,67.8027577210084,0,-7.80275772100845,3.00936598731303,3.00936598731303
60,68.0182036116925,0,-8.01820361169246,0.296656903073398,0.296656903073398
60,68.2350064171154,0,-8.23500641711536,-4.62994243758298,0
60,68.2350064171154,0,-8.23500641711536,-5.20691652239242,0
60,68.2350064171154,0,-8.23500641711536,-7.95191866143087,0
60,68.4531849132604,0,-8.45318491326043,-15.1332168887525,0
60,68.2350064171154,0,-8.23500641711536,-11.3328641434387,0
60,68.4531849132604,0,-8.45318491326043,-20.695947332211,0
60,68.0182036116925,0,-8.01820361169246,-12.4872708766317,0
60,67.8027577210084,0,-7.80275772100845,-15.1290853189674,0
60,67.5886503338243,0,-7.58865033382426,-15.5309465933985,0
60,67.5886503338243,0,-7.58865033382426,-20.2015705765151,0
60,67.3758633943413,0,-7.37586339434131,-18.4044529183032,0
60,67.1643791931888,0,-7.16437919318878,-18.6907646878117,0
60,66.9541803586937,0,-6.95418035869375,-18.9196901290009,0
60,66.9541803586937,0,-6.95418035869375,-23.3397385935158,0
60,66.7452498484208,0,-6.74524984842083,-21.4095450041977,0
60,66.5375709409741,0,-6.53757094097409,-21.5244622716503,0
60,66.3311272280491,0,-6.33112722804913,-21.5827528303013,0
60,66.1259026067288,0,-6.1259026067288,-21.5846650687207,0
60,66.1259026067288,0,-6.1259026067288,-25.6788788175003,0
60,65.921881272011,0,-5.92188127201098,-23.5724125471475,0
60,65.7190477095628,0,-5.7190477095628,-23.4623038818831,0
60,65.5173866886912,0,-5.5173866886912,-23.2965479851633,0
60,65.5173866886912,0,-5.5173866886912,-27.1522870901097,0
60,65.1175227263859,0,-5.11752272638586,-20.860848752798,0
60,65.1175227263859,0,-5.11752272638586,-26.5653292846468,0
60,64.9192906813878,0,-4.91929068138785,-24.2404519451492,0
60,64.7221729581796,0,-4.72217295817961,-23.8544755836911,0
60,64.7221729581796,0,-4.72217295817961,-27.3997104685,0
60,64.3312250793084,0,-4.33122507930841,-21.0244945841788,0
60,64.3312250793084,0,-4.33122507930841,-26.3777150659936,0
60,64.1373678330539,0,-4.13736783305387,-23.8796927519208,0
60,63.9445707161512,0,-3.94457071615125,-23.2771797817975,0
60,63.3724116349599,0,-3.37241163495992,-14.8861065386504,0
60,63.7528207665828,0,-3.75282076658277,-29.4668202385484,0
60,63.3724116349599,0,-3.37241163495992,-19.178683501516,0
60,63.3724116349599,0,-3.37241163495992,-24.1069120293979,0
60,63.1837276273322,0,-3.18372762733225,-21.3944744192886,0
60,62.8093402385588,0,-2.80934023855883,-16.7300134662833,0
60,62.8093402385588,0,-2.80934023855883,-21.4103341002037,0
60,62.8093402385588,0,-2.80934023855883,-22.34678084639,0
60,62.6236132714411,0,-2.62361327144112,-19.5067792611827,0
60,62.4388487268904,0,-2.4388487268904,-18.4817076169756,0
60,62.2550352979636,0,-2.25503529796362,-17.4047629166017,0
60,62.0721618644865,0,-2.07216186448653,-16.2761491578233,0
60,61.8902174889834,0,-1.89021748898335,-15.0960684788584,0
60,61.7091914127151,0,-1.70919141271509,-13.8647211794299,0
60,61.5290730518238,0,-1.52907305182384,-12.5823057415623,0
60,61.3498519935794,0,-1.34985199357942,-11.2490188501127,0
60,61.3498519935794,0,-1.34985199357942,-13.4911800970834,0
60,61.1715179927255,0,-1.17151799272546,-10.3150060775793,0
60,60.817470998277,0,-0.817470998276974,-5.28989652990831,0
60,60.6417383199789,0,-0.641738319978856,-5.52962568175705,0
60,60.4668533230021,0,-0.466853323002113,-3.9448702995374,0
60,60.4668533230021,0,-0.466853323002113,-5.84933804363887,0
60,60.2928065479081,0,-0.292806547908071,-2.46600472439407,0
60,60.1195886827239,0,-0.119588682723929,-0.781978065892948,0
60,59.9471905599017,0,0.052809440098315,0.951408885409952,0.951408885409952
60,60.2928065479081,0,-0.292806547908071,-7.78249428557624,0
60,59.6048175755693,0,0.395182424430686,9.56517251607301,9.56517251607301
60,59.6048175755693,0,0.395182424430686,2.81701026749566,2.81701026749566
60,59.6048175755693,0,0.395182424430686,2.94873774230588,2.94873774230588
60,59.4348250747875,0,0.565174925212489,6.53697939967943,6.53697939967943
60,59.4348250747875,0,0.565174925212489,5.0254460335989,5.0254460335989
60,59.2656170322626,0,0.734382967737417,8.65440120667662,8.65440120667662
60,59.2656170322626,0,0.734382967737417,7.20711510400647,7.20711510400647
60,59.0971849595812,0,0.90281504041883,10.876694904441,10.876694904441
60,59.0971849595812,0,0.90281504041883,9.49331252443314,9.49331252443314
60,59.2656170322626,0,0.734382967737417,6.36946539338404,6.36946539338404
60,58.9295204960525,0,1.07047950394752,15.1325433457161,15.1325433457161
60,58.9295204960525,0,1.07047950394752,12.1284044849309,12.1284044849309
60,58.9295204960525,0,1.07047950394752,12.4852309862468,12.4852309862468
60,58.9295204960525,0,1.07047950394752,12.8420574875626,12.8420574875626
60,58.9295204960525,0,1.07047950394752,13.1988839888784,13.1988839888784
60,58.9295204960525,0,1.07047950394752,13.5557104901943,13.5557104901943
60,58.9295204960525,0,1.07047950394752,13.9125369915101,13.9125369915101
60,58.9295204960525,0,1.07047950394752,14.269363492826,14.269363492826
60,58.9295204960525,0,1.07047950394752,14.6261899941418,14.6261899941418
60,59.0971849595812,0,0.90281504041883,11.5738390703742,11.5738390703742
60,59.0971849595812,0,0.90281504041883,13.5514220524674,13.5514220524674
60,59.2656170322626,0,0.734382967737417,10.4275749214183,10.4275749214183
60,59.4348250747875,0,0.565174925212489,8.91612643947134,8.91612643947134
60,59.2656170322626,0,0.734382967737417,14.2371620377983,14.2371620377983
60,59.2656170322626,0,0.734382967737417,12.7898759351282,12.7898759351282
60,59.2656170322626,0,0.734382967737417,13.0346702577073,13.0346702577073
60,59.2656170322626,0,0.734382967737417,13.2794645802865,13.2794645802865
60,59.4348250747875,0,0.565174925212489,10.0836953715254,10.0836953715254
60,59.2656170322626,0,0.734382967737417,15.4047309698524,15.4047309698524
60,59.4348250747875,0,0.565174925212489,10.516881335842,10.516881335842
60,59.4348250747875,0,0.565174925212489,12.3973534028288,12.3973534028288
60,59.4348250747875,0,0.565174925212489,12.5857450445663,12.5857450445663
60,59.4348250747875,0,0.565174925212489,12.7741366863038,12.7741366863038
60,59.6048175755693,0,0.395182424430686,9.50601414547799,9.50601414547799
60,59.6048175755693,0,0.395182424430686,11.3376666281062,11.3376666281062
60,59.6048175755693,0,0.395182424430686,11.4693941029165,11.4693941029165
60,59.7756031533548,0,0.224396846645163,8.12848149608774,8.12848149608774
60,59.6048175755693,0,0.395182424430686,13.3837763044637,13.3837763044637
60,59.6048175755693,0,0.395182424430686,11.8076480014187,11.8076480014187
60,59.6048175755693,0,0.395182424430686,11.9393754762289,11.9393754762289
60,59.6048175755693,0,0.395182424430686,12.0711029510391,12.0711029510391
60,59.7756031533548,0,0.224396846645163,8.73019034421037,8.73019034421037
60,59.7756031533548,0,0.224396846645163,10.5128450709473,10.5128450709473
60,59.6048175755693,0,0.395182424430686,14.060284101468,14.060284101468
60,59.7756031533548,0,0.224396846645163,9.01151571678404,9.01151571678404
60,59.6048175755693,0,0.395182424430686,14.26681052516,14.26681052516
60,59.7756031533548,0,0.224396846645163,9.21804214047599,9.21804214047599
60,59.7756031533548,0,0.224396846645163,11.0006968672129,11.0006968672129
60,59.7756031533548,0,0.224396846645163,11.0754958160947,11.0754958160947
60,59.9471905599017,0,0.052809440098315,7.66135083185713,7.66135083185713
60,59.7756031533548,0,0.224396846645163,12.8837719771443,12.8837719771443
60,59.7756031533548,0,0.224396846645163,11.2426968605575,11.2426968605575
